,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
399,0.28,1.0,0.12,0.17,0.42,0.48,0.41,0.17,0.03,0.33,0.05,0.16,0.0,0.41,0.08,0.51,0.67,0.23,0.2,0.4,0.0,0.0,0.01,0.62,0.21,0.0,0.8
400,0.35,1.0,0.1,0.2,0.16,0.88,0.21,0.67,0.04,0.38,0.01,0.15,0.5,0.09,0.57,0.56,0.29,0.55,0.2,0.39,0.02,0.0,0.08,0.15,0.07,0.0,1.0
401,0.59,1.0,0.11,0.18,0.13,0.15,0.22,0.51,1.0,0.98,0.2,0.37,0.0,0.73,0.86,0.44,0.21,0.33,0.46,0.57,0.3,0.12,0.28,0.55,0.62,0.24,0.4
402,0.41,1.0,0.16,0.15,0.19,0.04,0.17,0.15,0.01,0.24,0.0,0.07,0.0,0.03,0.35,0.58,0.56,0.45,0.07,0.6,0.0,0.0,0.02,0.15,0.06,0.0,0.05
403,0.2,1.0,0.12,0.2,0.1,0.0,0.21,0.47,0.01,0.24,0.01,0.37,0.5,0.01,0.63,0.8,0.31,0.51,0.09,0.31,0.0,0.0,0.01,0.17,0.05,0.0,0.21
404,0.05,0.0,0.93,0.17,0.15,0.45,0.25,0.22,0.01,0.24,0.02,0.29,0.5,0.01,0.03,0.21,0.63,0.37,0.16,0.37,0.01,0.0,0.02,0.17,0.0,0.0,0.68
405,0.09,0.0,0.22,0.12,0.07,0.18,0.19,0.34,0.02,0.44,0.01,0.45,0.5,0.03,0.35,0.21,0.77,0.87,0.25,0.76,0.0,0.08,0.06,0.06,0.04,0.0,0.32
406,0.02,1.0,0.23,0.13,0.13,0.2,0.26,0.51,0.01,0.28,0.0,0.48,0.5,0.01,0.04,0.24,0.4,0.11,0.0,0.24,0.0,0.0,0.01,0.46,0.47,0.0,0.2
407,0.06,0.98,0.05,0.18,0.09,0.17,0.26,0.39,0.02,0.37,0.0,0.5,0.0,0.03,0.34,0.61,0.42,0.58,0.52,0.47,0.02,0.0,0.06,0.07,0.21,0.0,0.62
408,0.97,1.0,0.26,0.19,0.14,0.42,0.3,0.67,0.1,0.79,0.0,0.32,0.5,0.07,0.14,0.33,0.58,0.52,0.37,0.64,0.01,0.0,0.07,0.16,0.03,0.36,0.53
409,0.24,1.0,0.39,0.25,0.36,0.49,0.34,0.39,0.02,0.4,0.03,0.36,0.0,0.02,0.07,0.25,0.35,0.05,0.19,0.14,0.06,0.04,0.03,0.23,0.2,0.0,0.25
410,0.83,1.0,0.28,0.12,0.09,0.59,0.24,0.13,0.08,0.91,0.02,0.35,0.0,0.16,0.16,0.2,0.65,0.94,0.45,0.36,0.17,0.06,0.03,0.25,0.17,0.0,1.0
411,0.22,0.0,0.12,0.23,0.17,0.39,0.29,0.27,0.03,0.53,0.02,0.43,0.0,0.03,0.12,0.4,0.13,0.26,0.32,0.68,0.07,0.0,0.01,0.41,0.17,0.0,0.2
412,0.3,0.0,0.6,0.2,0.08,0.51,0.28,0.79,0.01,0.28,0.0,0.3,0.0,0.03,0.15,0.62,0.5,0.39,0.23,0.29,0.0,0.0,0.05,0.07,0.01,0.0,0.21
413,1.0,1.0,0.09,0.23,0.14,0.29,0.43,0.26,1.0,1.0,0.16,0.4,0.5,1.0,1.0,0.62,0.13,0.47,0.45,0.5,0.67,0.89,0.23,0.76,1.0,0.36,1.0
414,0.14,0.64,0.19,0.47,0.27,0.39,0.44,0.09,0.01,0.2,0.01,0.14,0.5,0.05,0.07,0.48,0.9,0.1,0.24,0.37,0.0,0.0,0.26,0.02,0.09,0.0,0.1
415,0.02,0.0,0.14,0.11,0.23,0.41,0.35,0.16,0.0,0.14,0.0,0.06,0.0,0.02,0.02,0.3,0.94,0.19,0.11,0.19,0.0,0.0,0.03,0.07,0.0,0.0,0.14
416,0.0,0.0,0.53,0.17,0.34,0.13,0.44,0.46,0.0,0.08,0.0,0.23,0.5,0.01,0.09,0.54,0.42,0.27,0.36,0.28,0.0,0.0,0.02,0.16,0.0,0.0,0.01
417,0.03,1.0,0.26,0.27,0.07,0.34,0.43,0.36,0.0,0.24,0.02,0.48,0.0,0.02,0.02,0.42,0.29,0.15,0.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13
418,0.01,0.07,0.48,0.38,0.22,0.17,0.44,0.15,0.0,0.05,0.0,0.14,0.5,0.09,0.09,0.22,0.81,0.01,0.1,0.76,0.0,0.0,0.12,0.03,0.05,0.0,0.22
419,0.08,0.0,0.26,0.17,0.23,0.22,0.19,0.43,0.01,0.16,0.01,0.44,0.0,0.04,0.38,0.79,0.35,0.55,0.48,0.28,0.0,0.0,0.02,0.15,0.0,0.0,0.1
420,0.86,1.0,0.19,0.15,0.26,0.18,0.33,0.44,0.04,0.55,0.0,0.22,0.5,0.07,0.31,0.6,0.4,0.55,0.33,0.47,0.01,0.02,0.06,0.11,0.04,0.0,1.0
421,0.06,1.0,0.06,0.36,0.42,0.25,0.29,0.27,0.02,0.23,0.03,0.36,0.0,0.05,0.07,0.45,0.0,0.1,0.29,0.5,0.0,0.0,0.01,0.88,0.98,0.0,0.69
422,0.0,1.0,0.25,0.64,0.0,0.23,0.53,0.4,0.0,0.09,0.01,0.18,0.0,0.04,0.01,0.38,0.15,0.05,0.14,0.65,0.0,0.0,0.01,0.45,0.47,0.0,0.06
423,0.15,1.0,0.11,0.16,0.11,0.09,0.42,0.38,0.05,0.51,0.0,0.29,0.0,0.09,0.85,0.6,0.0,0.5,0.33,0.36,0.03,0.0,0.04,0.27,0.39,0.0,0.66
424,0.02,0.87,0.15,0.46,0.0,0.3,0.23,0.52,0.0,0.12,0.0,0.22,0.5,0.01,0.0,0.34,0.58,0.02,0.09,0.22,0.0,0.0,0.05,0.09,0.05,0.0,0.03
425,0.09,1.0,0.21,0.15,0.1,0.17,0.28,0.59,0.01,0.21,0.0,0.25,0.0,0.03,0.18,0.46,0.54,0.54,0.41,0.49,0.0,0.0,0.01,0.26,0.02,0.0,0.16
426,0.01,0.0,0.24,0.94,0.28,0.23,0.99,0.32,0.0,0.05,0.0,0.28,0.5,0.01,0.03,0.24,0.81,0.03,0.23,0.28,0.0,0.0,0.06,0.05,0.03,0.0,0.0
427,0.67,1.0,0.15,0.16,0.12,0.18,0.27,0.63,0.04,0.64,0.0,0.39,0.0,0.05,0.18,0.63,0.46,0.69,0.14,0.47,0.01,0.01,0.03,0.18,0.05,0.0,0.76
428,0.02,0.0,0.61,0.26,0.22,0.16,0.23,0.41,0.0,0.07,0.01,0.23,0.0,0.06,0.14,0.37,0.67,0.49,0.4,0.35,0.01,0.03,0.07,0.09,0.0,0.0,0.71
429,0.15,1.0,0.27,0.26,0.27,0.24,0.27,0.32,0.07,0.28,0.13,0.43,0.0,0.23,0.04,0.18,0.81,0.21,0.21,0.21,0.03,1.0,0.12,0.26,0.23,0.67,0.42
430,0.01,0.0,0.21,0.38,0.26,0.25,0.37,0.57,0.0,0.09,0.01,0.06,0.5,0.11,0.04,0.85,0.48,0.08,0.11,0.37,0.01,0.0,0.09,0.06,0.03,0.0,0.03
431,0.3,1.0,0.16,0.26,0.18,0.25,0.34,0.14,0.34,0.45,0.34,0.39,0.0,0.47,0.46,0.27,0.52,0.22,0.37,0.24,0.75,0.61,0.28,0.32,0.23,0.89,0.53
432,0.13,1.0,0.14,0.52,0.17,0.36,0.32,0.55,0.0,0.04,0.0,0.24,0.5,0.01,0.0,0.07,0.56,0.0,0.2,0.46,0.0,0.0,0.01,0.23,0.1,0.0,0.06
433,0.88,0.0,0.11,0.13,0.03,0.58,0.35,0.35,0.08,0.74,0.0,0.29,0.5,0.08,0.36,0.65,0.46,0.62,0.56,0.39,0.02,0.06,0.1,0.1,0.03,0.0,0.18
434,0.0,0.0,0.25,0.13,0.02,0.08,0.22,0.35,0.0,0.17,0.0,0.16,0.5,0.03,0.19,1.0,0.67,0.08,1.0,0.24,0.0,0.0,0.13,0.02,0.01,0.0,0.04
435,0.03,1.0,0.31,1.0,0.0,0.3,0.55,0.52,0.0,0.1,0.01,0.21,0.5,0.01,0.0,0.35,0.48,0.01,0.14,0.61,0.0,0.0,0.01,0.31,0.18,0.0,0.1
436,0.15,0.97,0.11,0.21,0.14,0.26,0.16,0.29,0.02,0.22,0.01,0.19,0.5,0.05,0.06,0.35,0.19,0.31,0.34,0.63,0.0,0.0,0.22,0.05,0.08,0.0,0.06
437,0.05,0.97,0.32,0.56,0.26,0.36,0.75,0.24,0.0,0.12,0.01,0.15,0.0,0.03,0.03,0.25,0.69,0.03,0.11,0.24,0.0,0.0,0.04,0.1,0.14,0.0,0.04
438,0.09,1.0,0.19,0.4,0.26,0.34,0.44,0.19,0.11,0.2,0.58,0.33,0.0,0.19,0.1,0.22,0.42,0.05,0.24,0.19,0.13,0.28,0.17,0.39,0.64,0.0,0.16
439,0.02,1.0,0.31,0.15,0.14,0.13,0.23,0.19,0.01,0.13,0.01,0.28,0.0,0.05,0.22,0.4,0.48,0.39,0.22,0.29,0.03,0.07,0.04,0.16,0.01,0.0,0.24
440,0.04,1.0,0.11,0.31,0.44,0.49,0.25,0.28,0.0,0.16,0.01,0.45,0.5,0.01,0.07,0.45,0.81,0.14,0.03,0.33,0.0,0.0,0.01,0.21,0.0,0.0,0.2
441,0.4,0.0,0.54,0.18,0.02,0.11,0.21,0.7,0.04,0.55,0.0,0.48,0.5,0.04,0.2,0.35,0.56,0.53,0.3,0.32,0.0,0.0,0.08,0.08,0.0,0.0,0.35
442,0.0,0.0,0.54,0.26,0.17,0.0,0.33,0.79,0.0,0.05,0.0,0.0,0.5,0.02,0.36,0.44,0.69,0.65,0.29,0.31,0.0,0.0,0.08,0.05,0.01,0.0,0.04
443,0.01,1.0,0.4,0.4,0.13,0.19,0.56,0.55,0.0,0.05,0.0,0.0,0.5,0.01,0.0,0.17,0.56,0.09,0.0,0.18,0.0,0.0,0.03,0.11,0.07,0.0,0.05
444,0.57,0.99,0.24,0.18,0.12,0.31,0.28,0.09,0.07,0.58,0.03,0.3,0.0,0.36,0.58,0.56,0.42,0.64,0.45,0.63,0.06,0.08,0.13,0.11,0.18,0.44,0.72
445,0.13,0.0,0.31,0.2,0.11,0.21,0.21,0.63,0.01,0.13,0.0,0.08,0.5,0.03,0.15,0.44,0.54,0.57,0.09,0.39,0.0,0.0,0.06,0.06,0.02,0.0,0.06
446,0.48,0.0,0.37,0.16,0.2,0.19,0.32,0.27,0.01,0.2,0.0,0.06,0.5,0.03,0.14,0.57,0.6,0.7,0.21,0.46,0.0,0.0,0.05,0.06,0.01,0.0,0.62
447,1.0,1.0,0.09,0.33,0.26,0.39,0.33,0.4,0.14,1.0,0.08,0.34,0.0,0.11,0.39,0.35,0.25,0.43,0.51,1.0,0.0,0.06,0.01,1.0,1.0,0.19,1.0
448,0.04,1.0,0.2,0.41,0.34,0.58,0.96,0.28,0.01,0.11,0.02,0.45,0.5,0.01,0.17,0.34,0.13,0.01,0.19,0.68,0.0,0.0,0.01,0.35,0.79,0.0,0.03
449,0.02,1.0,0.21,0.45,0.38,0.54,0.59,0.49,0.0,0.1,0.01,0.31,0.5,0.02,0.03,0.36,0.73,0.01,0.2,0.25,0.0,0.0,0.02,0.2,0.08,0.0,0.05
450,1.0,0.0,0.69,0.15,0.15,0.0,0.15,0.84,0.02,0.78,0.0,0.0,0.5,0.01,0.0,0.45,0.67,0.53,0.76,0.72,0.0,0.0,0.02,0.12,0.01,0.0,0.63
451,0.0,0.0,0.11,0.19,0.13,0.05,0.19,0.85,0.01,0.11,0.01,0.83,0.5,0.03,0.1,0.61,0.23,0.18,0.13,0.31,0.0,0.0,0.04,0.19,0.05,0.0,0.05
452,0.35,1.0,0.13,0.19,0.46,0.15,0.12,0.88,0.02,0.28,0.0,0.23,0.0,0.04,0.27,0.47,0.35,0.54,0.48,0.36,0.0,0.0,0.04,0.16,0.02,0.0,0.2
453,0.18,0.0,0.17,0.21,0.19,0.38,0.25,0.63,0.03,0.28,0.0,0.35,0.0,0.07,0.4,0.59,0.21,0.74,0.56,0.42,0.01,0.0,0.05,0.18,0.07,0.0,0.07
454,0.45,1.0,0.29,0.15,0.2,0.13,0.25,0.35,0.08,0.38,0.03,0.37,0.0,0.3,0.43,0.47,0.44,0.7,0.19,0.4,0.03,0.01,0.22,0.11,0.04,0.68,0.64
455,0.0,1.0,0.63,0.01,0.09,0.02,0.27,0.52,0.0,0.05,0.0,0.23,0.5,0.01,0.09,0.51,0.48,0.18,0.0,0.17,0.0,0.0,0.03,0.12,0.03,0.0,0.1
456,0.06,1.0,0.22,0.34,0.19,0.18,0.43,0.31,0.01,0.1,0.0,0.13,0.5,0.03,0.03,0.28,0.48,0.04,0.09,0.18,0.0,0.0,0.03,0.26,0.05,0.0,0.11
457,0.45,1.0,0.43,0.15,0.1,0.19,0.2,0.06,0.07,1.0,0.04,0.38,0.0,0.08,0.24,0.16,0.71,1.0,0.07,0.36,0.02,0.01,0.03,0.19,0.14,0.0,1.0
458,0.16,0.0,0.24,0.26,0.07,0.59,0.33,0.27,0.0,0.15,0.0,0.07,0.5,0.01,0.27,0.56,0.52,0.48,0.39,0.22,0.0,0.0,0.02,0.11,0.07,0.0,0.07
459,0.01,0.0,0.19,0.63,0.21,0.65,0.63,0.66,0.0,0.1,0.0,0.17,0.5,0.02,0.04,0.43,0.79,0.03,0.18,0.53,0.0,0.0,0.12,0.04,0.04,0.0,0.02
460,0.89,0.0,0.16,0.17,0.0,0.0,0.11,0.69,0.02,0.84,0.0,0.75,0.0,0.01,0.14,0.29,0.52,0.8,1.0,0.39,0.0,0.0,0.03,0.07,0.04,0.0,0.55
461,0.02,1.0,0.33,0.59,0.07,0.48,0.53,0.41,0.0,0.03,0.01,0.36,0.5,0.02,0.02,0.65,0.6,0.02,0.04,0.21,0.0,0.0,0.07,0.11,0.02,0.0,0.04
462,0.02,1.0,0.0,0.17,0.12,0.34,0.28,0.81,0.01,0.5,0.03,0.32,0.0,0.0,0.47,0.48,0.44,0.26,0.21,0.07,0.0,0.0,0.02,0.15,0.35,0.0,1.0
463,0.04,0.0,0.3,0.32,0.18,0.51,0.38,0.23,0.02,0.17,0.01,0.11,0.5,0.2,0.37,0.85,0.67,0.07,0.11,0.75,0.0,0.01,0.28,0.04,0.13,0.0,0.37
464,0.04,1.0,0.24,0.22,0.1,0.17,0.27,0.22,0.09,0.24,0.05,0.33,0.0,0.25,0.42,0.43,0.27,0.3,0.46,0.35,0.15,0.13,0.16,0.26,0.25,0.69,0.33
465,0.03,0.0,0.24,0.17,0.16,0.15,0.19,0.18,0.0,0.06,0.0,0.13,0.0,0.03,0.1,0.49,0.46,0.54,0.21,0.44,0.0,0.0,0.02,0.13,0.0,0.0,0.09
466,0.36,1.0,0.15,0.61,0.12,0.66,0.51,0.15,0.0,0.11,0.01,0.24,0.5,0.01,0.02,0.29,0.0,0.05,0.32,0.56,0.0,0.0,0.01,0.48,0.82,0.0,0.28
467,0.02,1.0,0.27,0.3,0.52,0.42,0.56,0.15,0.0,0.08,0.04,0.35,0.5,0.01,0.03,0.23,0.38,0.02,0.06,0.17,0.0,0.0,0.01,0.53,0.28,0.0,0.12
468,0.29,1.0,0.01,0.25,0.21,0.25,0.34,0.54,0.01,0.19,0.01,0.11,0.5,0.03,0.28,0.54,0.27,0.1,0.19,0.46,0.0,0.0,0.02,0.37,0.35,0.0,0.15
469,0.02,1.0,0.04,0.41,0.0,0.29,0.35,0.37,0.0,0.14,0.0,0.0,0.5,0.0,0.35,0.29,0.35,0.1,0.1,0.51,0.0,0.0,0.01,0.35,0.24,0.0,0.03
470,0.03,1.0,0.21,0.23,0.12,0.2,0.37,0.69,0.04,0.3,0.03,0.23,0.0,0.11,0.19,0.24,0.52,0.27,0.2,0.43,0.13,0.02,0.09,0.2,0.2,0.83,0.22
471,0.0,1.0,0.28,0.37,0.26,0.23,0.39,0.27,0.01,0.03,0.01,0.24,1.0,0.03,0.1,0.39,0.81,0.05,0.15,0.18,0.0,0.0,0.06,0.31,0.13,0.0,0.05
472,0.58,1.0,0.19,0.18,0.1,0.28,0.26,0.57,0.04,0.51,0.0,0.29,0.0,0.06,0.44,0.48,0.4,0.67,0.42,0.43,0.01,0.0,0.07,0.1,0.12,0.0,0.78
473,0.33,1.0,0.19,0.18,0.13,0.28,0.47,0.85,0.02,0.39,0.0,0.35,0.0,0.05,0.12,0.34,0.58,0.42,0.25,0.33,0.02,0.0,0.06,0.12,0.02,0.0,0.46
474,0.9,0.0,0.31,0.14,0.0,0.34,0.19,0.6,0.03,0.74,0.0,0.28,0.5,0.03,0.08,0.68,0.58,0.7,0.25,0.37,0.0,0.0,0.03,0.11,0.04,0.0,0.34
475,0.01,0.0,0.03,0.03,0.1,0.25,0.34,0.58,0.01,0.29,0.0,0.17,0.0,0.03,0.38,0.55,0.06,0.47,0.25,0.32,0.01,0.0,0.03,0.13,0.17,0.0,0.22
476,0.31,1.0,0.2,0.18,0.15,0.19,0.17,0.92,0.05,0.58,0.01,0.33,0.5,0.04,0.29,0.58,0.23,0.49,0.26,0.44,0.01,0.0,0.04,0.18,0.06,0.0,0.14
477,0.01,1.0,0.17,0.39,0.24,0.3,0.4,0.35,0.03,0.23,0.21,0.47,0.0,0.04,0.11,0.18,0.48,0.09,0.57,0.22,0.0,0.0,0.02,0.67,0.27,0.59,0.37
478,0.0,0.0,0.2,0.0,0.14,0.78,0.31,0.33,0.0,0.1,0.0,0.25,0.5,0.01,0.0,0.38,0.52,0.16,0.06,0.37,0.0,0.0,0.03,0.15,0.0,0.0,0.06
479,0.33,0.0,0.36,0.18,0.06,0.4,0.12,0.93,0.01,0.41,0.0,0.38,0.0,0.02,0.11,0.52,0.54,0.77,0.22,0.57,0.0,0.0,0.04,0.08,0.0,0.0,0.24
480,0.01,1.0,0.08,0.32,0.15,0.27,0.33,0.3,0.0,0.03,0.0,0.13,0.5,0.04,0.09,0.45,0.88,0.25,0.15,0.28,0.0,0.0,0.02,0.18,0.01,0.0,0.4
481,0.03,0.0,0.6,0.41,0.27,0.36,0.38,0.31,0.0,0.09,0.02,0.36,0.5,0.08,0.02,0.13,1.0,0.09,0.0,0.32,0.0,0.0,0.07,0.09,0.0,0.0,0.22
482,0.41,0.0,0.12,0.16,0.09,0.15,0.17,0.23,0.03,0.39,0.0,0.15,0.0,0.06,0.24,0.61,0.33,0.6,0.32,0.35,0.01,0.0,0.05,0.13,0.04,0.0,0.69
483,0.09,1.0,0.14,0.38,0.29,0.21,0.47,0.32,0.01,0.15,0.02,0.33,0.0,0.09,0.03,0.14,0.81,0.37,0.06,0.19,0.0,0.0,0.04,0.2,0.01,0.0,0.11
484,0.06,0.92,0.22,0.55,0.41,0.42,0.86,0.27,0.0,0.06,0.02,0.17,0.5,0.04,0.0,0.68,0.52,0.01,0.27,0.79,0.01,0.0,0.11,0.08,0.44,0.0,0.02
485,0.24,1.0,0.36,0.23,0.16,0.2,0.29,0.23,0.28,0.36,0.27,0.5,0.0,1.0,0.46,0.49,0.73,0.45,0.28,0.35,0.28,0.14,0.64,0.18,0.28,0.28,0.25
486,0.03,1.0,0.46,0.43,0.2,0.38,0.38,0.24,0.01,0.13,0.01,0.3,0.5,0.04,0.15,0.62,0.46,0.14,0.07,0.18,0.0,0.01,0.09,0.08,0.38,0.0,0.1
487,0.08,1.0,0.16,0.28,0.25,0.22,0.51,0.3,0.01,0.16,0.01,0.61,0.0,0.03,0.03,0.17,0.5,0.28,0.1,0.24,0.0,0.0,0.03,0.23,0.01,0.0,0.05
488,0.18,0.0,0.26,0.18,0.11,0.43,0.55,1.0,0.01,0.25,0.0,0.13,0.0,0.03,0.04,0.37,0.56,0.75,0.21,0.35,0.01,0.0,0.04,0.11,0.0,0.0,0.16
489,0.01,0.96,0.29,0.35,0.05,0.51,0.3,0.59,0.0,0.1,0.0,0.0,0.5,0.01,0.35,0.59,0.42,0.14,0.23,0.4,0.0,0.0,0.07,0.05,0.06,0.0,0.04
490,0.02,1.0,0.15,0.64,0.21,0.38,0.59,0.37,0.0,0.05,0.01,0.33,0.5,0.0,0.14,0.4,0.42,0.01,0.24,0.79,0.0,0.0,0.02,0.12,0.26,0.0,0.01
491,1.0,0.0,0.23,0.14,0.23,0.21,0.11,0.33,0.06,1.0,0.0,0.0,0.5,0.05,0.36,0.5,0.4,0.57,0.56,0.56,0.0,0.0,0.04,0.13,0.04,0.0,0.29
492,0.02,0.9,0.3,0.67,0.62,0.72,0.43,0.53,0.0,0.04,0.01,0.18,1.0,0.0,0.0,0.56,0.54,0.01,0.12,0.54,0.0,0.0,0.07,0.05,0.12,0.0,0.1
493,0.02,1.0,0.24,0.31,0.12,0.62,0.6,0.44,0.0,0.04,0.03,0.17,0.5,0.03,0.21,0.57,0.48,0.02,0.12,0.5,0.0,0.0,0.07,0.16,0.23,0.51,0.05
494,0.11,0.98,0.45,0.15,0.14,0.21,0.15,0.39,0.03,0.6,0.03,0.59,0.0,0.04,0.45,0.44,0.52,0.76,0.5,0.32,0.04,0.03,0.06,0.07,0.09,0.0,0.36
495,0.04,0.0,0.39,0.13,0.05,0.15,0.17,0.13,0.01,0.36,0.01,0.24,0.0,0.02,0.47,0.46,0.67,1.0,0.77,0.28,0.0,0.0,0.01,0.16,0.01,0.0,0.22
496,0.3,1.0,0.26,0.38,0.15,0.46,0.53,0.46,0.05,0.38,0.07,0.26,0.5,0.09,0.29,0.47,0.4,0.09,0.22,0.74,0.07,0.02,0.06,0.29,0.46,1.0,0.17
497,0.21,1.0,0.1,0.21,0.09,0.15,0.33,0.7,0.03,0.3,0.0,0.11,0.0,0.05,0.22,0.39,0.38,0.48,0.16,0.39,0.01,0.0,0.06,0.19,0.05,0.0,0.15
498,0.0,0.79,0.15,0.46,0.71,0.07,0.5,0.77,0.0,0.12,0.02,0.09,0.5,0.01,0.06,0.68,0.44,0.09,0.15,0.53,0.0,0.0,0.08,0.06,0.01,0.0,0.14
499,0.31,1.0,0.11,0.21,0.15,0.18,0.26,0.26,0.23,0.64,0.17,0.5,0.0,0.23,0.81,0.31,0.5,0.47,0.25,0.19,0.48,0.31,0.16,0.25,0.1,0.4,1.0
500,0.02,1.0,0.18,0.43,0.13,0.38,0.42,0.37,0.01,0.12,0.01,0.27,0.5,0.03,0.17,0.37,0.35,0.05,0.15,0.35,0.0,0.0,0.03,0.24,0.22,0.0,0.1
501,0.15,0.0,0.76,0.16,0.15,0.15,0.19,0.41,0.01,0.13,0.0,1.0,0.5,0.08,0.17,0.45,0.71,0.52,0.24,0.37,0.0,0.0,0.21,0.05,0.01,0.0,0.24
502,0.03,1.0,0.17,0.52,0.39,0.35,0.52,0.46,0.0,0.04,0.02,0.36,0.5,0.02,0.09,0.53,0.15,0.03,0.03,0.9,0.0,0.0,0.01,0.67,0.49,0.0,0.12
503,0.01,0.0,0.64,0.08,0.03,0.09,0.17,0.36,0.0,0.2,0.0,0.44,0.0,0.0,0.0,0.23,0.67,0.1,0.0,0.42,0.0,0.0,0.01,0.22,0.05,0.0,0.04
504,0.32,1.0,0.18,0.24,0.17,0.21,0.37,0.2,0.03,0.27,0.01,0.38,0.5,0.13,0.12,0.55,0.56,0.33,0.22,0.18,0.02,0.0,0.07,0.18,0.0,0.9,0.21
505,0.31,1.0,0.18,0.18,0.15,0.2,0.42,0.27,0.13,0.39,0.02,0.85,0.0,0.34,0.54,0.41,0.44,0.38,0.16,0.49,0.21,0.3,0.22,0.18,0.11,1.0,0.7
506,0.27,1.0,0.1,0.19,0.19,0.51,0.26,0.7,0.06,0.37,0.01,0.05,0.5,0.07,0.46,0.56,0.35,0.52,0.18,0.37,0.01,0.01,0.07,0.25,0.04,0.0,0.13
507,0.02,1.0,0.19,0.29,0.26,0.28,0.34,0.43,0.01,0.13,0.03,0.37,0.0,0.1,0.03,0.03,0.79,0.09,0.1,0.47,0.0,0.0,0.04,0.32,0.28,0.0,0.13
508,0.3,0.0,0.06,0.16,0.42,0.0,0.22,0.58,0.01,0.28,0.01,0.15,0.0,0.05,0.75,0.63,0.42,1.0,0.87,0.54,0.0,0.0,0.03,0.08,0.01,0.0,0.24
509,0.01,0.0,0.37,0.16,0.09,0.11,0.64,0.28,0.0,0.08,0.0,0.17,0.0,0.01,0.03,0.44,0.35,0.28,0.56,0.58,0.0,0.0,0.22,0.01,0.01,0.0,0.04
510,0.03,1.0,0.16,0.27,0.17,0.24,0.27,0.36,0.01,0.06,0.01,0.16,0.5,0.07,0.31,0.58,0.73,0.23,0.16,0.31,0.0,0.0,0.06,0.16,0.01,0.0,0.14
511,0.12,1.0,0.09,0.16,0.22,0.35,0.21,0.65,0.06,0.33,0.03,0.22,0.5,0.07,0.21,0.34,0.31,0.26,0.17,0.4,0.04,0.0,0.06,0.31,0.11,0.51,0.22
512,0.15,0.0,0.21,0.3,0.27,0.58,0.41,0.55,0.01,0.21,0.0,0.45,0.0,0.04,0.14,0.67,0.15,0.51,0.17,0.42,0.0,0.0,0.02,0.23,0.05,0.0,0.17
513,0.03,1.0,0.28,0.26,0.16,0.26,0.35,0.26,0.04,0.17,0.07,0.36,0.0,0.11,0.06,0.14,0.71,0.1,0.07,0.17,0.13,0.08,0.1,0.28,0.13,0.56,0.22
514,0.06,0.0,0.48,0.18,0.14,0.29,0.33,0.34,0.01,0.12,0.0,0.48,0.5,0.1,0.21,0.74,0.48,0.32,0.16,0.17,0.0,0.0,0.06,0.14,0.0,0.0,0.21
515,0.08,0.98,0.26,0.41,1.0,0.58,0.62,0.44,0.0,0.03,0.0,0.35,0.5,0.01,0.05,0.33,0.77,0.06,0.0,0.19,0.0,0.0,0.04,0.08,0.23,0.0,0.03
516,0.07,1.0,0.15,0.35,0.23,0.35,0.51,0.43,0.01,0.2,0.03,0.18,0.0,0.03,0.25,0.37,0.23,0.07,0.31,0.81,0.0,0.0,0.01,0.86,0.49,0.0,0.2
517,0.09,0.0,0.26,0.18,0.11,0.16,0.13,0.44,0.0,0.11,0.0,0.34,0.5,0.03,0.05,0.38,0.75,0.61,0.21,0.4,0.0,0.0,0.07,0.07,0.02,0.0,0.09
518,0.02,0.0,0.46,1.0,0.22,0.31,0.27,0.34,0.01,0.16,0.01,0.22,0.5,0.03,0.15,0.46,0.67,0.35,0.48,0.51,0.02,0.0,0.04,0.08,0.03,0.0,0.11
519,0.0,0.0,0.82,0.0,0.04,0.0,0.31,0.33,0.0,0.07,0.0,0.42,0.5,0.01,0.17,0.6,0.38,0.3,0.33,0.29,0.0,0.0,0.03,0.09,0.03,0.0,0.0
520,0.1,1.0,0.1,0.34,0.28,0.28,0.52,0.15,0.02,0.15,0.07,0.2,0.0,0.15,0.01,0.26,0.88,0.02,0.07,0.5,0.0,0.0,0.09,0.17,0.04,0.0,0.13
521,0.04,1.0,0.16,0.4,0.17,0.35,0.31,0.73,0.01,0.19,0.02,0.25,0.0,0.04,0.05,0.44,0.44,0.09,0.39,0.53,0.01,0.0,0.08,0.11,0.04,0.0,0.17
522,0.44,1.0,0.15,0.23,0.18,0.24,0.38,0.24,0.67,0.59,0.16,0.58,0.0,1.0,0.51,0.37,0.54,0.28,0.23,0.31,0.34,0.01,0.55,0.28,0.26,0.31,0.46
523,0.59,0.0,1.0,0.13,0.25,0.05,0.48,0.59,0.01,0.32,0.0,0.94,0.5,0.02,0.34,0.55,0.5,0.7,0.37,0.51,0.0,0.0,0.01,0.15,0.01,0.0,0.24
524,0.13,0.0,0.07,0.08,0.1,0.2,0.08,0.45,0.02,0.34,0.01,0.1,0.5,0.04,0.19,0.55,0.0,0.4,0.22,0.82,0.0,0.0,0.02,0.31,0.17,0.0,0.08
