,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
344,0.15,1.0,0.16,0.4,0.26,0.08,0.54,0.55,0.0,0.13,0.0,0.05,0.5,0.02,0.19,0.44,0.56,0.07,0.0,0.63,0.0,0.0,0.02,0.19,0.08,0.0,0.12
345,0.01,0.0,0.01,0.22,0.25,0.18,0.61,0.35,0.0,0.06,0.0,0.18,0.0,0.02,0.04,0.38,0.52,0.14,0.06,0.68,0.0,0.0,0.05,0.05,0.02,0.0,0.03
346,0.02,0.0,0.16,0.17,0.27,0.18,0.87,0.32,0.01,0.24,0.0,0.32,0.5,0.02,0.04,0.37,0.06,0.26,0.21,0.44,0.01,0.0,0.06,0.07,0.04,0.0,0.69
347,0.04,0.0,0.57,0.15,0.28,0.15,0.19,0.03,0.0,0.16,0.02,1.0,0.0,0.01,0.05,0.29,0.63,0.11,0.26,0.21,0.0,0.0,0.02,0.29,0.29,0.0,0.09
348,0.08,1.0,0.05,0.44,0.36,0.45,0.59,0.46,0.0,0.06,0.0,0.09,0.5,0.01,0.0,0.22,0.54,0.0,0.06,0.42,0.0,0.0,0.02,0.18,0.08,0.0,0.03
349,0.27,1.0,0.2,0.29,0.22,0.32,0.25,0.41,1.0,0.76,1.0,0.49,0.0,1.0,0.22,0.24,0.42,0.25,0.56,0.25,1.0,1.0,1.0,0.62,0.61,0.5,1.0
350,0.12,0.0,1.0,0.19,0.03,0.3,0.27,0.73,0.01,0.16,0.0,0.12,0.5,0.02,0.1,0.48,0.5,0.63,0.3,0.31,0.0,0.0,0.03,0.1,0.01,0.0,0.17
351,0.02,1.0,0.27,0.3,0.52,0.42,0.56,0.15,0.0,0.08,0.04,0.35,0.5,0.01,0.03,0.23,0.38,0.02,0.06,0.17,0.0,0.0,0.01,0.53,0.28,0.0,0.12
352,0.01,0.0,0.07,0.18,0.1,1.0,0.59,0.63,0.0,0.09,0.0,0.0,0.5,0.02,0.19,0.39,0.25,0.32,0.3,0.32,0.0,0.0,0.02,0.19,0.02,0.0,0.07
353,0.01,1.0,0.37,0.67,0.0,0.41,0.93,0.27,0.0,0.02,0.01,0.33,0.5,0.0,0.19,0.24,0.19,0.0,0.71,1.0,0.0,0.0,0.0,0.47,0.9,0.0,0.03
354,0.0,0.0,1.0,0.08,0.07,0.25,0.17,0.14,0.0,0.08,0.0,0.0,0.5,0.04,0.13,0.82,0.63,0.48,0.07,0.17,0.0,0.0,0.04,0.08,0.01,0.0,0.19
355,0.31,1.0,0.2,0.18,0.15,0.19,0.17,0.92,0.05,0.58,0.01,0.33,0.5,0.04,0.29,0.58,0.23,0.49,0.26,0.44,0.01,0.0,0.04,0.18,0.06,0.0,0.14
356,0.02,1.0,0.12,0.34,0.0,0.38,0.63,0.35,0.0,0.02,0.02,0.32,0.5,0.01,0.05,0.29,0.17,0.01,0.0,0.82,0.0,0.0,0.0,0.72,0.59,0.0,0.02
357,0.41,0.0,0.55,0.18,0.22,1.0,0.24,0.38,0.02,0.37,0.01,0.29,0.5,0.05,0.17,0.36,0.71,0.78,0.42,0.4,0.0,0.01,0.06,0.09,0.0,0.0,1.0
358,0.07,1.0,0.14,0.4,0.43,0.34,0.49,0.48,0.01,0.13,0.01,0.24,0.5,0.04,0.13,0.47,0.42,0.04,0.1,0.44,0.0,0.0,0.06,0.13,0.16,0.0,0.06
359,0.01,1.0,0.18,0.62,0.14,0.54,0.46,0.29,0.0,0.03,0.01,0.25,0.5,0.01,0.0,0.26,0.29,0.01,0.15,0.46,0.0,0.0,0.03,0.18,0.59,0.0,0.06
360,0.01,0.0,0.04,0.16,0.48,0.17,0.26,0.34,0.01,0.14,0.0,0.21,0.5,0.02,0.18,0.26,0.38,0.23,0.33,0.28,0.02,0.0,0.03,0.15,0.14,0.0,0.1
361,0.72,1.0,0.2,0.35,0.16,0.32,0.42,0.26,0.02,0.24,0.03,0.61,0.5,0.04,0.1,0.44,0.0,0.04,0.07,0.4,0.0,0.0,0.02,0.56,0.39,0.0,0.02
362,0.03,1.0,0.14,0.23,0.09,0.35,0.62,0.44,0.02,0.21,0.0,0.29,0.5,0.1,0.26,0.7,0.25,0.56,0.18,0.44,0.0,0.0,0.03,0.25,0.05,0.0,0.09
363,0.02,1.0,0.35,1.0,0.42,0.54,0.83,0.28,0.0,0.02,0.02,0.47,1.0,0.03,0.05,0.57,0.35,0.02,0.16,0.54,0.01,0.0,0.06,0.1,0.98,0.32,0.05
364,0.08,0.19,1.0,0.27,0.29,0.38,1.0,0.25,0.0,0.03,0.0,0.13,0.5,0.01,0.1,0.45,0.44,0.0,0.13,0.46,0.0,0.0,0.17,0.02,0.17,0.0,0.18
365,0.11,0.0,0.13,0.19,0.15,0.25,0.2,0.33,0.01,0.21,0.0,0.3,0.5,0.02,0.16,0.26,0.17,0.23,0.22,0.32,0.04,0.0,0.01,0.28,0.03,0.0,0.15
366,0.02,1.0,0.17,0.23,0.74,0.36,0.32,0.25,0.01,0.09,0.01,0.2,0.5,0.01,0.03,0.44,0.21,0.06,0.13,0.5,0.0,0.0,0.03,0.19,0.43,0.0,0.11
367,0.35,1.0,0.07,0.26,0.16,0.38,0.24,0.25,0.02,0.66,0.0,0.37,0.0,0.02,0.44,0.41,0.0,0.16,0.22,0.33,0.0,0.0,0.0,0.82,0.13,0.0,0.19
368,0.01,0.0,0.28,0.22,0.37,0.69,0.35,0.36,0.01,0.11,0.0,0.4,0.5,0.01,0.27,0.43,0.5,0.12,0.05,0.28,0.0,0.0,0.03,0.2,0.07,0.0,0.15
369,0.02,1.0,0.31,0.15,0.14,0.13,0.23,0.19,0.01,0.13,0.01,0.28,0.0,0.05,0.22,0.4,0.48,0.39,0.22,0.29,0.03,0.07,0.04,0.16,0.01,0.0,0.24
370,0.03,0.99,0.24,0.21,0.17,0.18,0.36,0.39,0.03,0.12,0.01,0.15,0.5,0.16,0.15,0.4,0.48,0.19,0.18,0.22,0.0,0.0,0.23,0.12,0.07,0.4,0.24
371,0.04,1.0,0.24,0.22,0.1,0.17,0.27,0.22,0.09,0.24,0.05,0.33,0.0,0.25,0.42,0.43,0.27,0.3,0.46,0.35,0.15,0.13,0.16,0.26,0.25,0.69,0.33
372,0.01,0.76,0.23,0.42,0.16,0.24,0.51,0.57,0.0,0.15,0.0,0.03,0.5,0.01,0.21,0.43,0.1,0.09,0.13,0.46,0.0,0.0,0.05,0.06,0.01,0.0,0.28
373,0.02,1.0,0.32,0.28,0.22,0.25,0.31,0.23,0.02,0.15,0.05,0.74,0.0,0.08,0.05,0.21,0.63,0.1,0.17,0.21,0.12,0.07,0.06,0.31,0.31,0.77,0.09
374,0.0,1.0,0.28,0.21,0.13,0.44,0.19,0.3,0.09,0.35,0.19,0.26,0.0,0.14,0.42,0.42,0.71,1.0,1.0,0.42,0.02,0.01,0.08,0.3,0.13,0.5,0.39
375,0.19,1.0,0.26,0.2,0.14,0.16,0.28,0.26,0.2,0.44,0.32,0.32,0.0,0.2,0.36,0.22,0.65,0.29,0.39,0.24,0.3,0.14,0.15,0.34,0.11,0.81,0.65
376,0.15,0.0,0.83,0.13,0.08,0.36,0.18,0.16,0.0,0.21,0.0,0.89,0.0,0.02,0.08,0.32,0.58,0.3,0.09,0.11,0.0,0.0,0.02,0.15,0.01,0.0,0.09
377,0.09,1.0,0.21,0.15,0.1,0.17,0.28,0.59,0.01,0.21,0.0,0.25,0.0,0.03,0.18,0.46,0.54,0.54,0.41,0.49,0.0,0.0,0.01,0.26,0.02,0.0,0.16
378,0.01,0.0,0.28,0.01,0.11,0.07,0.31,0.96,0.0,0.12,0.0,0.0,0.5,0.01,0.06,0.52,0.23,0.66,0.22,0.31,0.01,0.0,0.01,0.19,0.02,0.0,0.08
379,0.85,1.0,0.16,0.29,0.19,0.32,0.38,0.23,0.12,0.62,0.09,0.35,0.0,0.09,0.75,0.31,0.38,0.2,0.38,0.28,0.11,0.3,0.08,0.25,0.73,1.0,1.0
380,0.56,1.0,0.16,0.27,0.19,0.3,0.3,0.24,1.0,0.85,1.0,0.37,0.0,1.0,0.37,0.5,0.15,0.44,0.72,0.56,1.0,1.0,0.9,1.0,1.0,0.71,0.87
381,0.0,1.0,0.4,1.0,0.0,0.68,1.0,0.19,0.0,0.05,0.02,0.37,0.5,0.01,0.0,0.57,0.04,0.01,0.0,0.22,0.0,0.0,0.01,0.29,0.06,0.0,0.08
382,0.03,0.72,0.38,0.18,0.0,0.56,0.44,0.68,0.0,0.13,0.0,0.09,0.5,0.0,0.0,0.24,0.81,0.02,0.24,0.18,0.0,0.0,0.04,0.06,0.06,0.0,0.09
383,0.03,1.0,0.21,0.35,0.14,0.41,0.46,0.54,0.01,0.09,0.09,0.25,0.0,0.05,0.03,0.52,0.17,0.09,0.11,0.58,0.0,0.0,0.03,0.53,0.32,1.0,0.08
384,0.03,0.0,0.49,0.15,0.14,0.06,0.22,0.13,0.01,0.27,0.0,0.35,0.5,0.03,0.28,0.94,0.48,0.66,0.28,0.22,0.0,0.0,0.02,0.11,0.02,0.0,0.12
385,0.0,0.0,0.07,0.92,0.15,0.1,0.26,0.66,0.0,0.04,0.0,0.09,0.5,0.01,0.05,0.39,0.46,0.05,0.1,0.58,0.0,0.0,0.01,0.16,0.01,0.0,0.07
386,0.1,1.0,0.82,0.43,0.14,0.38,0.6,0.26,0.0,0.11,0.02,0.21,0.5,0.02,0.02,0.25,0.85,0.03,0.08,0.33,0.0,0.0,0.03,0.17,0.08,0.0,0.09
387,0.42,1.0,0.23,0.15,0.09,0.26,0.27,0.74,0.03,0.43,0.0,0.55,0.5,0.07,0.26,0.51,0.54,0.59,0.34,0.42,0.01,0.05,0.04,0.14,0.01,0.0,0.45
388,0.03,1.0,0.21,0.36,0.46,0.77,0.43,0.2,0.0,0.09,0.0,0.25,0.5,0.01,0.05,0.55,0.0,0.02,0.07,0.68,0.0,0.0,0.01,0.34,0.75,0.0,0.03
389,0.3,1.0,0.31,0.19,0.18,0.56,0.77,0.45,0.01,0.45,0.0,0.33,0.5,0.03,0.2,0.34,0.56,0.18,0.07,0.26,0.0,0.0,0.05,0.08,0.01,0.0,0.23
390,0.15,1.0,0.08,0.2,0.09,0.07,0.66,0.24,0.01,0.18,0.0,0.1,0.5,0.01,0.17,0.57,0.31,0.06,0.16,0.49,0.0,0.0,0.04,0.14,0.45,0.0,0.19
391,0.21,1.0,0.26,0.24,0.18,0.24,0.32,0.21,0.03,0.41,0.03,0.3,0.5,0.06,0.27,0.22,0.63,0.39,0.21,0.12,0.0,0.0,0.04,0.21,0.06,0.0,0.36
392,0.0,0.98,0.12,0.09,0.0,0.0,0.36,0.46,0.0,0.08,0.0,0.27,0.5,0.01,0.45,0.87,0.0,0.08,0.22,0.49,0.0,0.0,0.04,0.07,0.12,0.0,0.07
393,0.01,1.0,0.14,0.31,0.49,0.13,0.44,0.57,0.0,0.06,0.0,0.02,0.5,0.01,0.15,0.34,0.69,0.08,0.17,0.32,0.0,0.0,0.07,0.08,0.06,0.0,0.1
394,0.08,0.93,0.46,0.41,0.19,0.62,1.0,0.43,0.0,0.05,0.01,0.56,0.5,0.02,0.05,0.27,0.56,0.01,0.12,0.39,0.0,0.0,0.06,0.12,0.57,0.0,0.04
395,0.01,1.0,0.32,0.54,0.19,0.32,0.41,0.27,0.0,0.09,0.01,0.12,0.5,0.02,0.03,0.14,0.9,0.07,0.12,0.33,0.0,0.0,0.03,0.13,0.07,0.0,0.07
396,0.33,0.0,0.36,0.18,0.06,0.4,0.12,0.93,0.01,0.41,0.0,0.38,0.0,0.02,0.11,0.52,0.54,0.77,0.22,0.57,0.0,0.0,0.04,0.08,0.0,0.0,0.24
397,0.02,0.34,0.46,0.5,0.0,0.79,1.0,0.37,0.0,0.0,0.01,0.27,1.0,0.01,0.06,0.45,0.54,0.01,0.0,0.46,0.0,0.0,0.08,0.05,0.61,0.0,0.02
398,0.02,1.0,0.21,0.41,0.24,0.48,0.43,0.29,0.01,0.09,0.02,0.22,0.5,0.02,0.0,0.24,0.6,0.05,0.17,0.14,0.01,0.0,0.02,0.35,0.33,0.0,0.08
399,0.09,1.0,0.2,0.36,0.24,0.6,0.47,0.19,0.04,0.29,0.15,0.27,0.0,0.15,0.51,0.5,0.4,0.08,0.25,0.17,0.19,0.84,0.02,0.88,0.3,0.38,0.68
400,0.05,1.0,0.14,0.25,0.17,0.15,0.22,0.69,0.1,0.46,0.11,0.36,0.0,0.17,0.24,0.33,0.1,0.3,0.57,0.5,0.11,0.11,0.04,0.63,0.16,1.0,0.53
401,0.02,1.0,0.09,0.32,0.35,0.36,0.62,0.26,0.0,0.11,0.0,0.29,0.5,0.01,0.26,0.29,0.21,0.09,0.06,0.74,0.0,0.0,0.01,0.46,0.66,0.0,0.13
402,0.24,1.0,0.34,0.33,0.32,0.41,0.41,0.29,0.01,0.15,0.01,0.14,0.5,0.04,0.05,0.29,0.75,0.11,0.1,0.17,0.0,0.0,0.03,0.26,0.05,0.0,0.19
403,0.03,1.0,0.17,0.52,0.39,0.35,0.52,0.46,0.0,0.04,0.02,0.36,0.5,0.02,0.09,0.53,0.15,0.03,0.03,0.9,0.0,0.0,0.01,0.67,0.49,0.0,0.12
404,0.01,1.0,0.14,0.6,0.16,0.33,0.75,0.25,0.0,0.11,0.0,0.3,0.5,0.01,0.03,0.33,0.67,0.04,0.15,0.43,0.0,0.0,0.05,0.06,0.02,0.0,0.05
405,0.16,1.0,0.18,0.43,0.06,0.28,0.59,0.31,0.01,0.11,0.02,0.23,0.5,0.02,0.14,0.27,0.52,0.04,0.21,0.51,0.0,0.0,0.03,0.25,0.32,0.0,0.09
406,0.49,1.0,0.19,0.11,0.06,0.18,0.3,0.1,0.04,0.46,0.0,0.0,0.5,0.04,0.51,0.78,0.48,0.52,0.37,0.4,0.03,0.0,0.04,0.19,0.01,0.0,0.6
407,0.03,0.75,0.45,0.35,0.28,0.31,0.33,0.81,0.0,0.09,0.0,0.2,0.5,0.01,0.08,0.25,0.6,0.06,0.15,0.19,0.0,0.0,0.13,0.04,0.04,0.0,0.02
408,0.34,1.0,0.38,0.12,0.2,0.3,0.2,0.29,0.01,0.41,0.0,0.94,0.0,0.03,0.13,0.6,0.42,0.45,0.39,0.5,0.0,0.0,0.02,0.16,0.0,0.0,0.25
409,0.01,0.95,0.12,0.73,0.24,0.62,0.56,0.21,0.0,0.04,0.01,0.09,0.5,0.01,0.12,0.49,0.29,0.01,0.1,0.64,0.02,0.0,0.06,0.07,0.52,0.0,0.02
410,0.23,1.0,0.16,0.27,0.16,0.31,0.32,0.76,0.06,0.67,0.07,0.39,0.0,0.04,0.39,0.57,0.17,0.59,0.97,0.97,0.01,0.0,0.01,0.73,0.28,1.0,0.5
411,0.15,1.0,0.17,0.35,0.22,0.49,0.47,0.58,0.02,0.18,0.02,0.1,0.5,0.04,0.44,0.62,0.31,0.07,0.16,0.68,0.0,0.01,0.05,0.23,0.11,0.51,0.08
412,0.09,0.0,0.34,0.23,0.2,0.39,0.56,0.85,0.01,0.16,0.0,0.89,0.5,0.02,0.19,0.4,0.38,0.37,0.17,0.26,0.0,0.0,0.02,0.19,0.03,0.0,0.05
413,0.6,1.0,0.25,0.24,0.28,0.43,0.36,0.31,0.03,0.56,0.01,0.24,0.5,0.03,0.16,0.39,0.6,0.22,0.18,0.21,0.01,0.01,0.06,0.11,0.03,0.0,0.37
414,0.01,1.0,0.42,0.11,0.08,0.12,0.18,0.25,0.01,0.08,0.03,1.0,0.0,0.04,0.22,0.45,0.63,0.14,0.11,0.26,0.04,0.02,0.11,0.19,0.16,0.0,0.07
415,0.13,0.0,1.0,0.15,0.16,0.1,0.18,0.34,0.01,0.22,0.01,0.3,0.0,0.04,0.56,0.66,0.48,0.87,0.28,0.37,0.0,0.0,0.04,0.14,0.0,0.0,0.23
416,0.03,1.0,0.38,0.25,0.15,0.22,0.32,0.18,0.02,0.21,0.02,0.46,0.5,0.03,0.1,0.21,0.77,0.09,0.07,0.28,0.02,0.0,0.04,0.29,0.05,0.0,0.17
417,0.06,0.6,0.44,0.57,0.0,0.44,0.71,0.45,0.0,0.07,0.02,0.18,0.5,0.02,0.16,0.34,0.79,0.02,0.07,0.63,0.0,0.0,0.16,0.04,0.17,0.0,0.01
418,0.01,0.0,0.5,1.0,0.0,0.44,0.79,0.26,0.0,0.04,0.0,0.1,0.5,0.02,0.06,0.64,0.48,0.01,0.07,0.64,0.0,0.0,0.11,0.03,0.17,0.0,0.02
419,0.0,1.0,0.15,0.21,0.18,0.16,0.23,0.59,0.01,0.08,0.01,0.47,0.5,0.03,0.06,0.49,0.38,0.09,0.11,0.47,0.01,0.0,0.04,0.32,0.11,0.0,0.03
420,1.0,1.0,0.06,0.37,0.52,0.32,0.62,0.61,0.01,0.25,0.0,0.17,0.0,0.02,0.02,0.32,0.56,0.1,0.09,0.43,0.0,0.0,0.01,0.22,0.26,0.0,0.14
421,0.12,1.0,0.21,0.39,0.18,0.32,0.35,0.52,0.04,0.29,0.06,0.44,0.5,0.13,0.06,0.23,0.98,0.14,0.13,0.24,0.0,0.0,0.22,0.07,0.05,0.0,0.49
422,0.16,1.0,0.16,0.23,0.24,0.19,0.23,0.41,0.05,0.45,0.13,0.43,0.0,0.02,0.11,0.27,0.48,0.27,0.23,0.11,0.0,0.02,0.02,0.6,0.34,0.0,0.61
423,0.38,0.0,0.28,0.26,0.11,0.2,0.3,0.1,0.0,0.13,0.01,0.33,0.5,0.06,0.04,0.38,0.83,0.5,0.14,0.1,0.0,0.0,0.03,0.16,0.01,0.0,0.15
424,0.29,1.0,0.01,0.25,0.21,0.25,0.34,0.54,0.01,0.19,0.01,0.11,0.5,0.03,0.28,0.54,0.27,0.1,0.19,0.46,0.0,0.0,0.02,0.37,0.35,0.0,0.15
425,0.05,1.0,0.17,0.27,0.24,0.25,0.29,0.26,0.02,0.2,0.02,0.29,0.5,0.04,0.17,0.29,0.88,0.25,0.2,0.36,0.0,0.0,0.14,0.09,0.01,0.0,0.16
426,0.02,1.0,1.0,0.28,1.0,0.29,0.3,0.23,0.0,0.14,0.0,0.09,0.5,0.02,0.1,0.53,0.69,0.4,0.23,0.29,0.0,0.0,0.01,0.17,0.01,0.0,0.04
427,0.48,0.99,0.33,0.22,0.19,0.35,0.5,0.43,0.09,0.28,0.04,0.41,0.5,0.25,0.1,0.25,0.6,0.28,0.14,0.22,0.17,0.09,0.48,0.08,0.0,0.51,0.55
428,0.12,1.0,0.1,0.19,0.09,0.18,0.19,0.83,0.13,0.83,0.1,0.5,0.0,0.14,0.41,0.37,0.08,0.6,1.0,0.69,0.03,0.06,0.02,0.84,0.15,0.93,0.88
429,0.33,1.0,0.51,0.18,0.19,0.37,0.24,0.36,0.03,0.31,0.01,0.23,0.0,0.14,0.12,0.4,0.65,0.73,0.18,0.43,0.03,0.0,0.12,0.09,0.01,0.0,0.48
430,1.0,1.0,0.17,0.17,0.2,0.17,0.41,0.12,1.0,1.0,0.14,0.33,0.0,1.0,1.0,0.67,0.25,0.48,0.53,0.57,0.46,0.25,0.53,0.23,0.95,0.52,0.84
431,0.06,1.0,0.2,0.77,0.28,0.52,0.6,0.19,0.0,0.11,0.04,0.3,0.0,0.02,0.16,0.28,0.25,0.02,0.05,0.11,0.0,0.0,0.01,0.58,0.1,0.0,0.14
432,0.14,1.0,0.07,0.16,0.16,0.18,0.21,0.54,0.04,0.27,0.0,0.41,0.0,0.07,0.79,0.55,0.23,0.41,0.15,0.32,0.04,0.0,0.06,0.26,0.09,1.0,0.59
433,0.16,1.0,0.34,0.15,0.0,0.37,0.49,0.22,0.01,0.19,0.01,0.33,0.0,0.19,0.03,0.17,0.71,0.37,0.13,0.36,0.0,0.0,0.04,0.09,0.0,0.0,0.23
434,0.48,0.0,0.37,0.16,0.2,0.19,0.32,0.27,0.01,0.2,0.0,0.06,0.5,0.03,0.14,0.57,0.6,0.7,0.21,0.46,0.0,0.0,0.05,0.06,0.01,0.0,0.62
435,0.07,0.0,0.33,0.18,0.1,0.32,0.23,0.32,0.01,0.16,0.0,0.38,0.0,0.08,0.21,0.72,0.42,0.68,0.32,0.4,0.0,0.02,0.12,0.05,0.01,0.0,0.18
436,0.02,1.0,0.2,0.5,0.26,0.31,0.6,0.41,0.0,0.08,0.01,0.12,0.5,0.01,0.07,0.15,0.81,0.06,0.0,0.11,0.0,0.0,0.01,0.19,0.38,0.0,0.09
437,0.58,1.0,0.19,0.18,0.1,0.28,0.26,0.57,0.04,0.51,0.0,0.29,0.0,0.06,0.44,0.48,0.4,0.67,0.42,0.43,0.01,0.0,0.07,0.1,0.12,0.0,0.78
438,0.05,0.0,0.62,0.18,0.24,0.12,0.19,0.19,0.0,0.12,0.0,1.0,0.0,0.04,0.2,0.34,0.27,0.68,0.34,0.44,0.01,0.0,0.02,0.26,0.03,0.0,0.06
439,0.01,1.0,0.13,0.25,0.26,0.41,0.49,0.26,0.01,0.08,0.02,0.13,0.5,0.21,0.05,0.77,0.69,0.04,0.09,1.0,0.01,0.0,0.07,0.21,0.1,0.0,0.05
440,0.01,0.84,0.32,0.6,0.08,0.34,0.44,0.69,0.0,0.07,0.01,0.2,0.5,0.01,0.27,0.61,0.63,0.06,0.11,0.53,0.0,0.0,0.06,0.1,0.07,0.0,0.12
441,0.01,1.0,0.16,0.36,0.59,0.39,0.25,0.64,0.0,0.05,0.0,0.1,0.5,0.01,0.08,0.29,0.42,0.13,0.0,0.26,0.0,0.0,0.02,0.16,0.02,0.0,0.03
442,0.05,0.0,0.41,0.14,0.11,0.17,0.21,0.09,0.03,0.43,0.06,0.36,0.0,0.01,0.15,0.29,0.54,0.52,1.0,0.21,0.0,0.0,0.02,0.22,0.02,0.0,0.31
443,0.04,1.0,0.27,0.38,0.24,0.43,0.55,0.24,0.01,0.08,0.05,0.33,0.5,0.06,0.03,0.27,0.25,0.02,0.05,0.5,0.0,0.0,0.06,0.23,0.24,0.42,0.09
444,0.4,1.0,0.31,0.22,0.01,0.51,0.49,0.12,0.0,0.23,0.02,0.28,0.5,0.01,0.0,0.45,0.29,0.05,0.38,0.43,0.0,0.0,0.0,0.34,0.16,0.0,0.59
445,0.09,0.0,1.0,0.22,0.07,0.28,0.41,0.39,0.01,0.19,0.0,0.0,0.5,0.01,0.03,0.57,0.77,0.54,0.23,0.35,0.0,0.0,0.02,0.18,0.0,0.0,0.19
446,0.06,1.0,0.16,0.39,0.2,0.53,0.6,0.49,0.01,0.13,0.01,0.38,0.5,0.05,0.0,0.22,0.77,0.07,0.01,0.21,0.0,0.0,0.06,0.16,0.03,0.0,0.2
447,0.36,1.0,0.15,0.61,0.12,0.66,0.51,0.15,0.0,0.11,0.01,0.24,0.5,0.01,0.02,0.29,0.0,0.05,0.32,0.56,0.0,0.0,0.01,0.48,0.82,0.0,0.28
448,0.15,1.0,0.35,0.51,0.45,0.39,0.6,0.48,0.01,0.09,0.13,0.26,0.5,0.02,0.05,0.26,0.73,0.01,0.12,0.11,0.0,0.0,0.02,0.52,0.05,0.0,0.37
449,0.5,1.0,0.15,0.27,0.16,0.22,0.3,0.2,0.93,0.91,0.77,0.56,0.0,1.0,0.53,0.47,0.0,0.2,0.49,0.56,1.0,0.5,0.14,0.99,1.0,0.36,0.81
450,0.11,0.0,0.3,0.3,0.07,0.05,0.31,0.62,0.0,0.19,0.0,0.49,0.0,0.01,0.1,0.25,0.79,0.38,0.37,0.42,0.0,0.0,0.02,0.13,0.0,0.0,0.19
451,0.09,0.85,0.25,0.28,0.22,0.22,0.25,0.28,0.0,0.18,0.0,0.4,0.5,0.0,0.47,0.47,0.75,0.03,0.05,0.78,0.0,0.0,0.1,0.02,0.29,0.0,0.05
452,0.12,1.0,0.14,0.18,0.35,0.17,0.19,0.38,0.03,0.41,0.0,0.34,0.0,0.07,0.71,0.49,0.17,0.5,0.14,0.51,0.03,0.0,0.03,0.3,0.09,0.0,0.26
453,0.52,1.0,0.19,0.21,0.1,0.16,0.26,0.09,0.01,0.25,0.01,0.41,0.5,0.05,0.26,0.23,0.67,0.41,0.18,0.42,0.01,0.0,0.04,0.19,0.01,0.0,0.22
454,0.02,0.99,0.15,0.11,0.17,0.16,0.26,0.12,0.01,0.15,0.01,0.33,0.0,0.34,0.02,0.74,0.65,0.06,0.05,0.58,0.01,0.0,0.07,0.07,0.05,0.0,0.18
455,0.03,1.0,0.31,0.47,0.33,0.37,0.49,0.34,0.0,0.06,0.01,0.42,0.5,0.05,0.11,0.34,0.92,0.2,0.28,0.18,0.0,0.0,0.09,0.08,0.02,0.0,0.12
456,1.0,0.0,0.12,0.16,0.55,0.25,0.22,0.47,0.03,0.58,0.0,0.0,0.5,0.04,0.12,0.67,0.52,0.68,0.26,0.61,0.0,0.0,0.04,0.1,0.0,0.0,0.24
457,0.06,1.0,0.36,0.22,0.23,0.26,0.33,0.33,0.01,0.08,0.01,0.23,0.5,0.06,0.12,0.6,0.81,0.13,0.14,0.19,0.0,0.0,0.12,0.12,0.0,0.0,0.07
458,0.22,0.0,0.57,0.21,0.02,0.06,0.18,0.52,0.01,0.24,0.0,0.49,0.5,0.01,0.08,0.47,0.88,0.12,0.29,0.21,0.0,0.0,0.03,0.1,0.0,0.0,0.03
459,0.07,1.0,0.24,0.44,0.26,0.69,0.54,0.17,0.01,0.28,0.08,0.5,0.0,0.07,0.07,0.24,0.42,0.05,0.16,0.31,0.01,0.33,0.0,1.0,0.33,0.0,1.0
460,0.02,1.0,0.61,0.26,0.09,0.2,0.39,0.25,0.03,0.21,0.01,0.5,0.5,0.07,0.08,0.22,0.58,0.29,0.14,0.39,0.09,0.01,0.1,0.13,0.03,0.0,0.18
461,0.0,1.0,0.31,0.09,0.16,0.05,0.27,0.53,0.01,0.13,0.01,0.99,0.5,0.03,0.14,0.37,0.19,0.18,0.36,0.47,0.03,0.0,0.04,0.22,0.11,0.0,0.02
462,0.83,1.0,0.28,0.12,0.09,0.59,0.24,0.13,0.08,0.91,0.02,0.35,0.0,0.16,0.16,0.2,0.65,0.94,0.45,0.36,0.17,0.06,0.03,0.25,0.17,0.0,1.0
463,0.01,1.0,0.65,0.54,0.61,0.38,0.35,0.51,0.0,0.07,0.0,0.05,0.5,0.0,0.14,0.41,0.46,0.05,0.0,0.31,0.0,0.0,0.01,0.22,0.1,0.0,0.11
464,0.24,1.0,0.36,0.23,0.16,0.2,0.29,0.23,0.28,0.36,0.27,0.5,0.0,1.0,0.46,0.49,0.73,0.45,0.28,0.35,0.28,0.14,0.64,0.18,0.28,0.28,0.25
465,0.25,1.0,0.13,0.25,0.17,0.24,0.25,0.39,0.11,0.55,0.07,0.38,0.5,0.13,0.37,0.38,0.31,0.29,0.55,0.68,0.15,0.02,0.06,0.36,0.31,0.34,0.54
466,0.01,1.0,0.37,0.0,0.0,0.42,0.58,0.43,0.0,0.18,0.0,0.0,0.5,0.01,0.03,0.18,0.71,0.16,0.2,0.32,0.0,0.0,0.05,0.05,0.15,0.0,0.04
467,0.08,1.0,0.29,0.49,0.7,0.35,0.52,0.5,0.0,0.07,0.03,0.36,0.5,0.0,0.0,0.17,0.67,0.05,0.07,0.15,0.0,0.0,0.0,0.71,0.04,0.0,0.15
468,0.02,1.0,0.21,0.37,0.03,0.53,0.77,0.25,0.0,0.03,0.03,0.22,0.5,0.0,0.0,0.38,0.4,0.0,0.21,0.42,0.0,0.0,0.04,0.16,0.37,0.0,0.04
469,0.02,1.0,0.17,0.45,0.0,0.61,1.0,0.17,0.0,0.04,0.02,0.27,0.5,0.01,0.12,0.47,0.17,0.01,0.14,0.37,0.01,0.0,0.02,0.17,0.98,0.0,0.05
